code,parent_code,name
537.6,537,Hourglass stricture or stenosis of stomach
537.5,537,Gastroptosis
537.8,537,Other specified disorders of stomach and duodenum
537.4,537,Fistula of stomach or duodenum
537.1,537,Gastric diverticulum
537.0,537,Acquired hypertrophic pyloric stenosis
537.2,537,Chronic duodenal ileus
E939.6,E939,Psychodysleptics [hallucinogens] causing adverse effects in therapeutic use
208.8,208,Other leukemia of unspecified cell type
208.0,208,"Leukemia of unspecified cell type, acute"
208.9,208,Unspecified leukemia
208.2,208,"Leukemia of unspecified cell type, subacute"
208.1,208,"Leukemia of unspecified cell type, chronic"
764.19,764.1,"""Light-for-dates""with signs of fetal malnutrition, 2,500 grams and over"
712.21,712.2,"Chondrocalcinosis, due to pyrophosphate crystals, shoulder region"
784.59,784.5,Other speech disturbance
801.40,801.4,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, unspecified state of consciousness"
451.19,451.1,"Phlebitis and thrombophlebitis of deep veins of lower extremities, other"
E946.5,E946,Eye anti-infectives and other eye drugs causing adverse effects in therapeutic use
E993.0,E993,Injury due to war operations by aerial bomb
944.33,944.3,"Full-thickness skin loss [third degree, not otherwise specified]of two or more digits of hand, not including thumb"
749.13,749.1,"Cleft lip, bilateral, complete"
E814.8,E814,Motor vehicle traffic accident involving collision with pedestrian injuring other specified person
378.02,378.0,Monocular esotropia with A pattern
765.26,765.2,31-32 completed weeks of gestation
269,260-269.99,Other nutritional deficiencies
268,260-269.99,Vitamin D deficiency
261,260-269.99,Nutritional marasmus
266,260-269.99,Deficiency of B-complex components
267,260-269.99,Ascorbic acid deficiency
265,260-269.99,Thiamine and niacin deficiency states
264,260-269.99,Vitamin A deficiency
263,260-269.99,Other and unspecified protein-calorie malnutrition
262,260-269.99,Other severe protein-calorie malnutrition
260,260-269.99,Kwashiorkor
652.03,652.0,"Unstable lie, antepartum condition or complication"
E870-E876.9,E000-E999.9,MISADVENTURES TO PATIENTS DURING SURGICAL AND MEDICAL CARE
442.83,442.8,Aneurysm of splenic artery
852.52,852.5,"Extradural hemorrhage following injury with open intracranial wound, with brief [less than one hour] loss of consciousness"
943.23,943.2,"Blisters, epidermal loss [second degree] of upper arm"
065.1,065,Omsk hemorrhagic fever
065.0,065,Crimean hemorrhagic fever [CHF Congo virus]
065.9,065,"Arthropod-borne hemorrhagic fever, unspecified"
065.3,065,Other tick-borne hemorrhagic fever
065.4,065,Mosquito-borne hemorrhagic fever
065.8,065,Other specified arthropod-borne hemorrhagic fever
065.2,065,Kyasanur forest disease
307.51,307.5,Bulimia nervosa
730.39,730.3,"Periostitis, without mention of osteomyelitis, multiple sites"
038.40,038.4,"Septicemia due to gram-negative organism, unspecified"
851.75,851.7,"Cerebellar or brain stem laceration with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
553.02,553.0,"Femoral hernia without mention of obstruction or gangrene, bilateral (not specified as recurrent)"
669.40,669.4,"Other complications of obstetrical surgery and procedures, unspecified as to episode of care or not applicable"
752.64,752.6,Micropenis
692.77,692.7,Sunburn of third degree
293.84,293.8,Anxiety disorder in conditions classified elsewhere
764.95,764.9,"Fetal growth retardation, unspecified, 1,250-1,499 grams"
666.02,666.0,"Third-stage postpartum hemorrhage, delivered, with mention of postpartum complication"
737.41,737.4,Kyphosis associated with other conditions
854.03,854.0,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
371.62,371.6,"Keratoconus, acute hydrops"
E937.9,E937,Unspecified sedatives and hypnotics causing adverse effects in therapeutic use
E922.1,E922,Accident caused by shotgun (automatic)
806.21,806.2,Closed fracture of T1-T6 level with complete lesion of cord
E913.2,E913,Accidental mechanical suffocation due to lack of air (in closed place)
354.2,354,Lesion of ulnar nerve
354.8,354,Other mononeuritis of upper limb
354.1,354,Other lesion of median nerve
354.3,354,Lesion of radial nerve
354.4,354,Causalgia of upper limb
354.9,354,"Mononeuritis of upper limb, unspecified"
354.0,354,Carpal tunnel syndrome
354.5,354,Mononeuritis multiplex
296.62,296.6,"Bipolar I disorder, most recent episode (or current) mixed, moderate"
642.10,642.1,"Hypertension secondary to renal disease, complicating pregnancy, childbirth, and the puerperium, unspecified as to episode of care or not applicable"
V71.01,V71.0,Observation for adult antisocial behavior
676.21,676.2,"Engorgement of breasts associated with childbirth, delivered, with or without mention of antepartum condition"
079.51,079.5,"Human T-cell lymphotrophic virus, type I [HTLV-I]"
E943.1,E943,Irritant cathartics causing adverse effects in therapeutic use
240-279.99,001-999.99,"ENDOCRINE, NUTRITIONAL AND METABOLIC DISEASES, AND IMMUNITY DISORDERS"
V90.32,V90.3,Retained tooth
370.02,370.0,Ring corneal ulcer
V40.31,V40.3,Wandering in diseases classified elsewhere
V64.42,V64.4,Thoracoscopic surgical procedure converted to open procedure
V12.51,V12.5,Personal history of venous thrombosis and embolism
V10.00,V10.0,"Personal history of malignant neoplasm of gastrointestinal tract, unspecified"
644.13,644.1,"Other threatened labor, antepartum condition or complication"
010.80,010.8,"Other primary progressive tuberculosis, unspecified"
646.33,646.3,"Recurrent pregnancy loss, antepartum condition or complication"
201.54,201.5,"Hodgkin's disease, nodular sclerosis, lymph nodes of axilla and upper limb"
201.26,201.2,"Hodgkin's sarcoma, intrapelvic lymph nodes"
327.33,327.3,"Circadian rhythm sleep disorder, irregular sleep-wake type"
814.02,814.0,Closed fracture of lunate [semilunar] bone of wrist
534.71,534.7,"Chronic gastrojejunal ulcer without mention of hemorrhage or perforation, with obstruction"
588.89,588.8,Other specified disorders resulting from impaired renal function
803.64,803.6,"Other open skull fracture with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
804.41,804.4,"Closed fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, with no loss of consciousness"
716.87,716.8,"Other specified arthropathy, ankle and foot"
003.22,003.2,Salmonella pneumonia
755.60,755.6,Unspecified anomaly of lower limb
E844,E840-E845.9,Other specified air transport accidents
996.78,996.7,"Other complications due to other internal orthopedic device, implant, and graft"
804.53,804.5,"Open fractures involving skull or face with other bones, without mention of intracranial injury, with moderate [1-24 hours] loss of consciousness"
665.01,665.0,"Rupture of uterus before onset of labor, delivered, with or without mention of antepartum condition"
653.80,653.8,"Disproportion of other origin, unspecified as to episode of care or not applicable"
755.36,755.3,"Longitudinal deficiency, tibia, complete or partial (with or without distal deficiencies, incomplete)"
675.04,675.0,"Infections of nipple associated with childbirth, postpartum condition or complication"
663.90,663.9,"Unspecified umbilical cord complication complicating labor and delivery, unspecified as to episode of care or not applicable"
363.15,363.1,"Disseminated retinitis and retinochoroiditis, pigment epitheliopathy"
760.75,760.7,Cocaine affecting fetus or newborn via placenta or breast milk
787.21,787.2,"Dysphagia, oral phase"
517.3,517,Acute chest syndrome
517.8,517,Lung involvement in other diseases classified elsewhere
517.1,517,Rheumatic pneumonia
517.2,517,Lung involvement in systemic sclerosis
875.0,875,"Open wound of chest (wall), without mention of complication"
875.1,875,"Open wound of chest (wall), complicated"
327.11,327.1,Idiopathic hypersomnia with long sleep time
295.21,295.2,"Catatonic type schizophrenia, subchronic"
851.86,851.8,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with loss of consciousness of unspecified duration"
301.84,301.8,Passive-aggressive personality
852.01,852.0,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness"
313.21,313.2,Shyness disorder of childhood
V16.41,V16.4,Family history of malignant neoplasm of ovary
E904.1,E904,Accident due to lack of food
E824,E820-E825.9,Other motor vehicle nontraffic accident while boarding and alighting
750.29,750.2,Other specified anomalies of pharynx
753.13,753.1,"Polycystic kidney, autosomal dominant"
018.95,018.9,"Miliary tuberculosis, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
E951,E950-E959.9,Suicide and self-inflicted poisoning by gases in domestic use
945.19,945.1,Erythema [first degree] of multiple sites of lower limb(s)
523.23,523.2,"Gingival recession, severe"
629.22,629.2,Female genital mutilation Type II status
327.20,327.2,"Organic sleep apnea, unspecified"
E843.5,E843,"Fall in, on, or from aircraft injuring occupant of other powered aircraft"
030.8,030,Other specified leprosy
030.9,030,"Leprosy, unspecified"
030.3,030,Borderline leprosy [group B]
030.0,030,Lepromatous leprosy [type L]
030.2,030,Indeterminate leprosy [group I]
030.1,030,Tuberculoid leprosy [type T]
363.41,363.4,Senile atrophy of choroid
016.66,016.6,"Tuberculous oophoritis and salpingitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
250.01,250.0,"Diabetes mellitus without mention of complication, type I [juvenile type], not stated as uncontrolled"
674.84,674.8,"Other complications of puerperium, postpartum condition or complication"
E908.9,E908,"Unspecified cataclysmic storms, and floods resulting from storms"
576.1,576,Cholangitis
576.2,576,Obstruction of bile duct
576.9,576,Unspecified disorder of biliary tract
576.8,576,Other specified disorders of biliary tract
576.0,576,Postcholecystectomy syndrome
576.3,576,Perforation of bile duct
576.5,576,Spasm of sphincter of Oddi
576.4,576,Fistula of bile duct
707.23,707.2,"Pressure ulcer, stage III"
277.1,277,Disorders of porphyrin metabolism
277.3,277,Amyloidosis
277.2,277,Other disorders of purine and pyrimidine metabolism
277.0,277,Cystic fibrosis
277.5,277,Mucopolysaccharidosis
277.6,277,Other deficiencies of circulating enzymes
277.4,277,Disorders of bilirubin excretion
277.9,277,Unspecified disorder of metabolism
277.7,277,Dysmetabolic syndrome X
277.8,277,Other specified disorders of metabolism
719.20,719.2,"Villonodular synovitis, site unspecified"
346.73,346.7,"Chronic migraine without aura, with intractable migraine, so stated, with status migrainosus"
942.02,942.0,"Burn of unspecified degree of chest wall, excluding breast and nipple"
100.89,100.8,Other specified leptospiral infections
V85.5,V85,"Body Mass Index, pediatric"
V85.3,V85,"Body Mass Index between 30-39, adult"
V85.1,V85,"Body Mass Index between 19-24, adult"
V85.4,V85,"Body Mass Index 40 and over, adult"
V85.2,V85,"Body Mass Index between 25-29, adult"
V85.0,V85,"Body Mass Index less than 19, adult"
443.21,443.2,Dissection of carotid artery
E815.9,E815,Other motor vehicle traffic accident involving collision on the highway injuring unspecified person
015.80,015.8,"Tuberculosis of other specified joint, unspecified"
767.11,767.1,Epicranial subaponeurotic hemorrhage (massive)
205.02,205.0,"Acute myeloid leukemia, in relapse"
274.01,274.0,Acute gouty arthropathy
015.84,015.8,"Tuberculosis of other specified joint, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
900-904.99,800-999.99,INJURY TO BLOOD VESSELS
344.32,344.3,Monoplegia of lower limb affecting nondominant side
E818.3,E818,Other noncollision motor vehicle traffic accident injuring passenger on motorcycle
012.02,012.0,"Tuberculous pleurisy, bacteriological or histological examination unknown (at present)"
845.09,845.0,Other sprains and strains of ankle
131.00,131.0,"Urogenital trichomoniasis, unspecified"
E929.9,E929,Late effects of unspecified accident
E830-E838.9,E800-E848.9,WATER TRANSPORT ACCIDENTS
865.12,865.1,"Injury to spleen with open wound into cavity, capsular tears, without major disruption of parenchyma"
800.94,800.9,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
V85.21,V85.2,"Body Mass Index 25.0-25.9, adult"
377.42,377.4,Hemorrhage in optic nerve sheaths
712.91,712.9,"Unspecified crystal arthropathy, shoulder region"
